Date,EUROSTX-LARGE
2015-04-27 00:00:00+00:00,0.03117812
2015-04-28 00:00:00+00:00,-0.03321590
2015-04-29 00:00:00+00:00,-0.04912999
2015-04-30 00:00:00+00:00,0.00157398
2015-05-04 00:00:00+00:00,0.01625164
2015-05-05 00:00:00+00:00,-0.04888196
2015-05-06 00:00:00+00:00,0.00426439
2015-05-07 00:00:00+00:00,0.00691489
2015-05-08 00:00:00+00:00,0.04611715
2015-05-11 00:00:00+00:00,-0.00466321
2015-05-12 00:00:00+00:00,-0.02440924
2015-05-13 00:00:00+00:00,-0.00998948
2015-05-14 00:00:00+00:00,0.03223250
2015-05-15 00:00:00+00:00,-0.01820073
2015-05-18 00:00:00+00:00,0.01259512
2015-05-19 00:00:00+00:00,0.04745763
2015-05-20 00:00:00+00:00,0.00560367
2015-05-21 00:00:00+00:00,0.00254001
2015-05-22 00:00:00+00:00,-0.00253678
2015-05-26 00:00:00+00:00,-0.03200406
2015-05-27 00:00:00+00:00,0.03613836
2015-05-28 00:00:00+00:00,-0.01521298
2015-05-29 00:00:00+00:00,-0.04087890
2015-06-01 00:00:00+00:00,0.00208659
2015-06-02 00:00:00+00:00,-0.00729547
2015-06-03 00:00:00+00:00,0.00941423
2015-06-04 00:00:00+00:00,-0.01041124
2015-06-05 00:00:00+00:00,-0.02727388
2015-06-08 00:00:00+00:00,-0.02175066
2015-06-09 00:00:00+00:00,-0.01179941
2015-06-10 00:00:00+00:00,0.04262207
2015-06-11 00:00:00+00:00,0.01426307
2015-06-12 00:00:00+00:00,-0.01311992
2015-06-15 00:00:00+00:00,-0.03403350
2015-06-16 00:00:00+00:00,0.00676224
2015-06-17 00:00:00+00:00,-0.01509434
2015-06-18 00:00:00+00:00,0.01466594
2015-06-19 00:00:00+00:00,0.00107846
2015-06-22 00:00:00+00:00,0.07976287
2015-06-23 00:00:00+00:00,0.01399326
2015-06-24 00:00:00+00:00,-0.00694802
2015-06-25 00:00:00+00:00,-0.00051693
2015-06-26 00:00:00+00:00,0.00879007
2015-06-29 00:00:00+00:00,-0.08030888
2015-06-30 00:00:00+00:00,-0.01823545
2015-07-01 00:00:00+00:00,0.02976996
2015-07-02 00:00:00+00:00,-0.01706667
2015-07-03 00:00:00+00:00,-0.01264120
2015-07-06 00:00:00+00:00,-0.04059540
2015-07-07 00:00:00+00:00,-0.04060773
2015-07-08 00:00:00+00:00,0.01748449
2015-07-09 00:00:00+00:00,0.05591278
2015-07-10 00:00:00+00:00,0.06146315
2015-07-13 00:00:00+00:00,0.03113456
2015-07-14 00:00:00+00:00,0.00675500
2015-07-15 00:00:00+00:00,0.01139306
2015-07-16 00:00:00+00:00,0.02883625
2015-07-17 00:00:00+00:00,-0.00228426
