Date,MSCIEAFA
2012-02-08 00:00:00+00:00,0.00869065
2012-02-09 00:00:00+00:00,0.00632250
2012-02-10 00:00:00+00:00,-0.04028114
2012-02-13 00:00:00+00:00,0.02473718
2012-02-14 00:00:00+00:00,-0.01420011
2012-02-15 00:00:00+00:00,0.00102697
2012-02-16 00:00:00+00:00,0.02970282
2012-02-17 00:00:00+00:00,0.00940031
2012-02-21 00:00:00+00:00,0.00177848
2012-02-22 00:00:00+00:00,-0.00695325
2012-02-23 00:00:00+00:00,0.01685648
2012-02-24 00:00:00+00:00,0.01211594
2012-02-27 00:00:00+00:00,-0.01043395
2012-02-28 00:00:00+00:00,0.01670101
2012-02-29 00:00:00+00:00,-0.02603457
2012-03-01 00:00:00+00:00,0.02061172
2012-03-02 00:00:00+00:00,-0.02043835
2012-03-05 00:00:00+00:00,-0.00719561
2012-03-06 00:00:00+00:00,-0.06753989
2012-03-07 00:00:00+00:00,0.02666859
2012-03-08 00:00:00+00:00,0.04464606
2012-03-09 00:00:00+00:00,-0.00856631
2012-03-12 00:00:00+00:00,-0.00505428
2012-03-13 00:00:00+00:00,0.03206862
2012-03-14 00:00:00+00:00,-0.01784685
2012-03-15 00:00:00+00:00,0.02098572
2012-03-16 00:00:00+00:00,-0.00930557
2012-03-19 00:00:00+00:00,0.01245078
2012-03-20 00:00:00+00:00,-0.02400807
2012-03-21 00:00:00+00:00,-0.01564655
2012-03-22 00:00:00+00:00,-0.01316603
2012-03-23 00:00:00+00:00,0.01517805
2012-03-26 00:00:00+00:00,0.02442365
2012-03-27 00:00:00+00:00,-0.01312336
2012-03-28 00:00:00+00:00,-0.01359755
2012-03-29 00:00:00+00:00,-0.01147654
2012-03-30 00:00:00+00:00,0.01857371
2012-04-02 00:00:00+00:00,0.02462953
2012-04-03 00:00:00+00:00,-0.03654467
2012-04-04 00:00:00+00:00,-0.04453418
2012-04-05 00:00:00+00:00,-0.01136851
2012-04-09 00:00:00+00:00,-0.00861389
2012-04-10 00:00:00+00:00,-0.04398237
2012-04-11 00:00:00+00:00,0.02562586
2012-04-12 00:00:00+00:00,0.03768969
2012-04-13 00:00:00+00:00,-0.03836888
2012-04-16 00:00:00+00:00,0.01414771
2012-04-17 00:00:00+00:00,0.03285089
2012-04-18 00:00:00+00:00,-0.01119911
