Date,CHF
2001-12-21 00:00:00+00:00,-0.01435563
2001-12-24 00:00:00+00:00,-0.02350215
2001-12-26 00:00:00+00:00,0.00118644
2001-12-27 00:00:00+00:00,0.00846453
2001-12-28 00:00:00+00:00,0.00251805
2001-12-31 00:00:00+00:00,0.00803768
2002-01-02 00:00:00+00:00,0.01129551
2002-01-03 00:00:00+00:00,-0.00361367
2002-01-04 00:00:00+00:00,-0.00148368
2002-01-07 00:00:00+00:00,0.00049529
2002-01-08 00:00:00+00:00,-0.00297030
2002-01-09 00:00:00+00:00,-0.00397219
2002-01-10 00:00:00+00:00,0.00033250
2002-01-11 00:00:00+00:00,0.00298987
2002-01-14 00:00:00+00:00,0.00000000
2002-01-15 00:00:00+00:00,-0.00811510
2002-01-16 00:00:00+00:00,0.00450810
2002-01-17 00:00:00+00:00,-0.00216090
2002-01-18 00:00:00+00:00,0.00383142
2002-01-22 00:00:00+00:00,-0.00116163
2002-01-23 00:00:00+00:00,-0.00647948
2002-01-24 00:00:00+00:00,-0.00284281
2002-01-25 00:00:00+00:00,-0.01576388
2002-01-28 00:00:00+00:00,-0.00187408
2002-01-29 00:00:00+00:00,0.00324343
2002-01-30 00:00:00+00:00,-0.00391373
2002-01-31 00:00:00+00:00,-0.00734540
2002-02-01 00:00:00+00:00,0.00344192
2002-02-04 00:00:00+00:00,0.01046115
2002-02-05 00:00:00+00:00,-0.00067889
2002-02-06 00:00:00+00:00,0.00254755
2002-02-07 00:00:00+00:00,0.00254108
2002-02-08 00:00:00+00:00,0.00033795
2002-02-11 00:00:00+00:00,0.00287179
2002-02-12 00:00:00+00:00,-0.00117905
2002-02-13 00:00:00+00:00,-0.00775717
2002-02-14 00:00:00+00:00,0.00101954
2002-02-15 00:00:00+00:00,-0.00101851
2002-02-19 00:00:00+00:00,0.00713783
2002-02-20 00:00:00+00:00,-0.00725616
2002-02-21 00:00:00+00:00,-0.00220976
2002-02-22 00:00:00+00:00,0.00834753
2002-02-25 00:00:00+00:00,-0.00473053
2002-02-26 00:00:00+00:00,-0.00628077
2002-02-27 00:00:00+00:00,0.00187906
2002-02-28 00:00:00+00:00,0.00443308
2002-03-01 00:00:00+00:00,-0.00543185
2002-03-04 00:00:00+00:00,-0.02457757
2002-03-05 00:00:00+00:00,0.00577740
2002-03-06 00:00:00+00:00,0.01355456
2002-03-07 00:00:00+00:00,0.01935408
2002-03-08 00:00:00+00:00,-0.02467111
2002-03-11 00:00:00+00:00,0.01029570
2002-03-12 00:00:00+00:00,0.00268648
2002-03-13 00:00:00+00:00,0.00301861
2002-03-14 00:00:00+00:00,0.01272605
2002-03-15 00:00:00+00:00,-0.00148793
2002-03-18 00:00:00+00:00,-0.00066253
