Date,LEANHOG
2002-02-13 00:00:00+00:00,0.01715633
2002-02-14 00:00:00+00:00,-0.00951320
2002-02-15 00:00:00+00:00,-0.01244984
2002-02-19 00:00:00+00:00,0.01749452
2002-02-20 00:00:00+00:00,0.00597094
2002-02-21 00:00:00+00:00,-0.03159508
2002-02-22 00:00:00+00:00,0.01630992
2002-02-25 00:00:00+00:00,-0.01389182
2002-02-26 00:00:00+00:00,-0.00454012
2002-02-27 00:00:00+00:00,0.02693861
2002-02-28 00:00:00+00:00,0.00773462
2002-03-01 00:00:00+00:00,-0.00464096
2002-03-04 00:00:00+00:00,0.00740395
2002-03-05 00:00:00+00:00,-0.00843387
2002-03-06 00:00:00+00:00,-0.01336898
2002-03-07 00:00:00+00:00,0.02977425
2002-03-08 00:00:00+00:00,-0.00397537
2002-03-11 00:00:00+00:00,-0.02122761
2002-03-12 00:00:00+00:00,-0.00195043
2002-03-13 00:00:00+00:00,0.00026451
2002-03-14 00:00:00+00:00,-0.01857902
2002-03-15 00:00:00+00:00,-0.01133987
2002-03-18 00:00:00+00:00,-0.04252098
2002-03-19 00:00:00+00:00,-0.02362921
2002-03-20 00:00:00+00:00,0.01837817
2002-03-21 00:00:00+00:00,-0.00119218
2002-03-22 00:00:00+00:00,-0.02775253
2002-03-25 00:00:00+00:00,0.01119810
2002-03-26 00:00:00+00:00,-0.03431775
2002-03-27 00:00:00+00:00,-0.01843015
2002-03-28 00:00:00+00:00,-0.00884924
2002-04-01 00:00:00+00:00,0.00504279
2002-04-02 00:00:00+00:00,-0.00615774
2002-04-03 00:00:00+00:00,-0.02079183
2002-04-04 00:00:00+00:00,-0.06688835
2002-04-05 00:00:00+00:00,-0.02485046
2002-04-08 00:00:00+00:00,-0.05454296
2002-04-09 00:00:00+00:00,0.02329667
2002-04-10 00:00:00+00:00,-0.07255154
2002-04-11 00:00:00+00:00,-0.07527903
2002-04-12 00:00:00+00:00,0.05232607
2002-04-15 00:00:00+00:00,0.06104460
2002-04-16 00:00:00+00:00,0.01806608
2002-04-17 00:00:00+00:00,0.03574283
2002-04-18 00:00:00+00:00,0.01478603
2002-04-19 00:00:00+00:00,0.00652301
2002-04-22 00:00:00+00:00,-0.05252107
2002-04-23 00:00:00+00:00,-0.07321519
2002-04-24 00:00:00+00:00,0.01134304
2002-04-25 00:00:00+00:00,0.01600368
2002-04-26 00:00:00+00:00,-0.03971272
2002-04-29 00:00:00+00:00,-0.05843894
2002-04-30 00:00:00+00:00,0.03892113
2002-05-01 00:00:00+00:00,0.00663318
2002-05-02 00:00:00+00:00,0.04487888
2002-05-03 00:00:00+00:00,-0.00357677
2002-05-06 00:00:00+00:00,0.02210984
2002-05-07 00:00:00+00:00,-0.02829627
2002-05-08 00:00:00+00:00,-0.01082041
2002-05-09 00:00:00+00:00,0.01619040
2002-05-10 00:00:00+00:00,0.02542532
2002-05-13 00:00:00+00:00,0.02648189
2002-05-14 00:00:00+00:00,-0.02677959
