Date,EU-TRAVEL
2016-05-04 00:00:00+00:00,-0.00607903
2016-05-05 00:00:00+00:00,0.00436872
2016-05-06 00:00:00+00:00,0.00173989
2016-05-09 00:00:00+00:00,0.01432914
2016-05-10 00:00:00+00:00,0.01284247
2016-05-11 00:00:00+00:00,-0.00718512
2016-05-12 00:00:00+00:00,0.01234568
2016-05-13 00:00:00+00:00,-0.01682086
2016-05-17 00:00:00+00:00,0.00769889
2016-05-18 00:00:00+00:00,0.01994907
2016-05-19 00:00:00+00:00,-0.01331669
2016-05-20 00:00:00+00:00,0.01307465
2016-05-23 00:00:00+00:00,0.00374688
2016-05-24 00:00:00+00:00,0.02488594
2016-05-25 00:00:00+00:00,0.00971267
2016-05-26 00:00:00+00:00,-0.00641283
2016-05-27 00:00:00+00:00,0.00040339
2016-05-31 00:00:00+00:00,-0.00241935
2016-06-01 00:00:00+00:00,-0.02061439
2016-06-02 00:00:00+00:00,0.00453983
2016-06-03 00:00:00+00:00,-0.00287592
2016-06-06 00:00:00+00:00,0.00206016
2016-06-07 00:00:00+00:00,0.00450303
2016-06-08 00:00:00+00:00,-0.01432665
2016-06-09 00:00:00+00:00,-0.00373754
2016-06-10 00:00:00+00:00,-0.02334306
2016-06-13 00:00:00+00:00,-0.02134016
2016-06-14 00:00:00+00:00,-0.02049717
2016-06-15 00:00:00+00:00,0.00979519
2016-06-16 00:00:00+00:00,-0.01940035
2016-06-17 00:00:00+00:00,0.01978417
2016-06-20 00:00:00+00:00,0.05599647
2016-06-21 00:00:00+00:00,0.00292276
2016-06-22 00:00:00+00:00,0.00416320
2016-06-23 00:00:00+00:00,0.00373134
2016-06-24 00:00:00+00:00,-0.06926553
2016-06-27 00:00:00+00:00,-0.07158646
2016-06-28 00:00:00+00:00,0.02156863
2016-06-29 00:00:00+00:00,0.01679463
2016-06-30 00:00:00+00:00,0.00519113
2016-07-01 00:00:00+00:00,0.02065728
2016-07-04 00:00:00+00:00,-0.00965961
2016-07-05 00:00:00+00:00,-0.01764979
2016-07-06 00:00:00+00:00,-0.02033097
2016-07-07 00:00:00+00:00,0.02075290
2016-07-08 00:00:00+00:00,0.01749409
2016-07-11 00:00:00+00:00,0.01905204
2016-07-12 00:00:00+00:00,0.02097583
2016-07-13 00:00:00+00:00,0.00714605
2016-07-14 00:00:00+00:00,0.00487805
2016-07-15 00:00:00+00:00,-0.01765225
2016-07-18 00:00:00+00:00,0.01033243
2016-07-19 00:00:00+00:00,-0.00622499
2016-07-20 00:00:00+00:00,0.00671141
2016-07-21 00:00:00+00:00,-0.00222222
2016-07-22 00:00:00+00:00,-0.00579065
2016-07-25 00:00:00+00:00,0.01120072
2016-07-26 00:00:00+00:00,-0.00044307
2016-07-27 00:00:00+00:00,0.00310284
2016-07-28 00:00:00+00:00,-0.00883783
2016-07-29 00:00:00+00:00,0.00757914
2016-08-01 00:00:00+00:00,-0.00398230
2016-08-02 00:00:00+00:00,-0.00932919
2016-08-03 00:00:00+00:00,-0.00269058
2016-08-04 00:00:00+00:00,0.00404676
2016-08-05 00:00:00+00:00,0.01656964
2016-08-08 00:00:00+00:00,-0.00396476
2016-08-09 00:00:00+00:00,0.00442282
