Date,JGB
2004-04-19 00:00:00+00:00,0.00101811
2004-04-20 00:00:00+00:00,-0.00254268
2004-04-21 00:00:00+00:00,-0.00327749
2004-04-22 00:00:00+00:00,0.00328827
2004-04-23 00:00:00+00:00,0.00182083
2004-04-26 00:00:00+00:00,-0.00116321
2004-04-27 00:00:00+00:00,0.00065507
2004-04-28 00:00:00+00:00,-0.00065464
2004-04-30 00:00:00+00:00,-0.00029114
2004-05-06 00:00:00+00:00,0.00436840
2004-05-07 00:00:00+00:00,0.00239217
2004-05-10 00:00:00+00:00,-0.00202488
2004-05-11 00:00:00+00:00,-0.00224638
2004-05-12 00:00:00+00:00,0.00000000
2004-05-13 00:00:00+00:00,0.00297770
