Date,BITCOIN
2019-08-05 00:00:00+00:00,0.18608773
2019-08-06 00:00:00+00:00,-0.05082645
2019-08-07 00:00:00+00:00,0.06217617
2019-08-08 00:00:00+00:00,-0.01380430
2019-08-09 00:00:00+00:00,0.00247525
2019-08-12 00:00:00+00:00,-0.06853840
2019-08-13 00:00:00+00:00,-0.10731082
2019-08-14 00:00:00+00:00,-0.12128043
2019-08-15 00:00:00+00:00,0.02986513
2019-08-16 00:00:00+00:00,0.01044139
2019-08-18 00:00:00+00:00,-0.01183826
2019-08-19 00:00:00+00:00,0.06510292
2019-08-20 00:00:00+00:00,0.02697759
2019-08-21 00:00:00+00:00,-0.15127971
2019-08-22 00:00:00+00:00,-0.02214567
2019-08-23 00:00:00+00:00,0.09674283
2019-08-26 00:00:00+00:00,-0.01129944
2019-08-27 00:00:00+00:00,-0.01476190
2019-08-28 00:00:00+00:00,-0.04881585
2019-08-29 00:00:00+00:00,-0.02439024
2019-08-30 00:00:00+00:00,0.01562500
2019-09-01 00:00:00+00:00,0.02000000
2019-09-02 00:00:00+00:00,0.06334842
2019-09-03 00:00:00+00:00,0.03167849
2019-09-04 00:00:00+00:00,0.00229148
2019-09-05 00:00:00+00:00,0.00326797
2019-09-06 00:00:00+00:00,-0.04839460
2019-09-09 00:00:00+00:00,-0.01997147
2019-09-10 00:00:00+00:00,-0.04341534
2019-09-11 00:00:00+00:00,0.01520353
2019-09-12 00:00:00+00:00,0.05301556
2019-09-13 00:00:00+00:00,-0.02459792
2019-09-15 00:00:00+00:00,0.00578035
2019-09-16 00:00:00+00:00,0.01005747
2019-09-17 00:00:00+00:00,-0.01721264
2019-09-18 00:00:00+00:00,-0.00628323
2019-09-19 00:00:00+00:00,0.01208897
2019-09-20 00:00:00+00:00,-0.02455465
2019-09-23 00:00:00+00:00,-0.04381694
2019-09-24 00:00:00+00:00,-0.23971916
2019-09-25 00:00:00+00:00,-0.04555809
2019-09-26 00:00:00+00:00,-0.10599884
2019-09-27 00:00:00+00:00,-0.00186683
2019-09-29 00:00:00+00:00,0.01232286
2019-09-30 00:00:00+00:00,0.04406365
2019-10-01 00:00:00+00:00,0.01316577
2019-10-02 00:00:00+00:00,-0.02720284
2019-10-03 00:00:00+00:00,-0.01924233
2019-10-04 00:00:00+00:00,0.01279707
2019-10-06 00:00:00+00:00,-0.08227465
2019-10-07 00:00:00+00:00,0.09854706
2019-10-08 00:00:00+00:00,-0.01745936
2019-10-09 00:00:00+00:00,0.11165345
2019-10-10 00:00:00+00:00,-0.01039861
2019-10-11 00:00:00+00:00,-0.05510441
2019-10-13 00:00:00+00:00,-0.00417412
2019-10-14 00:00:00+00:00,0.00658683
2019-10-15 00:00:00+00:00,-0.04824300
2019-10-16 00:00:00+00:00,-0.05555556
2019-10-17 00:00:00+00:00,0.03450439
2019-10-18 00:00:00+00:00,-0.03405096
2019-10-20 00:00:00+00:00,0.07398119
2019-10-21 00:00:00+00:00,-0.00666263
2019-10-22 00:00:00+00:00,-0.01817081
2019-10-23 00:00:00+00:00,-0.18337408
2019-10-24 00:00:00+00:00,0.00878378
2019-10-25 00:00:00+00:00,0.16811207
2019-10-27 00:00:00+00:00,0.11250714
2019-10-28 00:00:00+00:00,0.23459959
2019-10-29 00:00:00+00:00,-0.00672530
2019-10-30 00:00:00+00:00,-0.02708333
2019-10-31 00:00:00+00:00,-0.04764454
2019-11-01 00:00:00+00:00,0.00807320
2019-11-03 00:00:00+00:00,-0.00480513
2019-11-04 00:00:00+00:00,0.05633047
2019-11-05 00:00:00+00:00,-0.01822917
2019-11-06 00:00:00+00:00,0.00368615
2019-11-07 00:00:00+00:00,-0.02046170
2019-11-08 00:00:00+00:00,-0.10444563
2019-11-10 00:00:00+00:00,0.01786711
2019-11-11 00:00:00+00:00,-0.04936917
2019-11-12 00:00:00+00:00,0.01138304
2019-11-13 00:00:00+00:00,-0.00337648
2019-11-14 00:00:00+00:00,-0.01185771
2019-11-15 00:00:00+00:00,-0.06057143
2019-11-17 00:00:00+00:00,0.00466898
2019-11-18 00:00:00+00:00,-0.06993007
2019-11-19 00:00:00+00:00,-0.02242424
2019-11-20 00:00:00+00:00,-0.00306560
2019-11-21 00:00:00+00:00,-0.12407862
2019-11-22 00:00:00+00:00,-0.02617801
2019-11-24 00:00:00+00:00,-0.06359946
2019-11-25 00:00:00+00:00,0.04118497
2019-11-26 00:00:00+00:00,-0.00693963
2019-11-27 00:00:00+00:00,0.06359189
2019-11-28 00:00:00+00:00,-0.01248357
2019-11-29 00:00:00+00:00,0.04191617
2019-12-01 00:00:00+00:00,-0.03831418
2019-12-02 00:00:00+00:00,-0.06042497
2019-12-03 00:00:00+00:00,0.01283784
2019-12-04 00:00:00+00:00,0.02098849
2019-12-05 00:00:00+00:00,-0.01095890
2019-12-06 00:00:00+00:00,0.00132626
2019-12-08 00:00:00+00:00,0.00794702
2019-12-09 00:00:00+00:00,-0.02628121
2019-12-10 00:00:00+00:00,-0.01551957
2019-12-11 00:00:00+00:00,-0.02947224
2019-12-12 00:00:00+00:00,-0.00620690
2019-12-13 00:00:00+00:00,0.02549966
2019-12-15 00:00:00+00:00,-0.04732510
