Date,SMI-MID
2007-11-22 00:00:00+00:00,-0.01280849
2007-11-23 00:00:00+00:00,0.02154540
2007-11-26 00:00:00+00:00,0.00301819
2007-11-27 00:00:00+00:00,-0.02282153
2007-11-28 00:00:00+00:00,0.06168969
2007-11-29 00:00:00+00:00,0.02088142
2007-11-30 00:00:00+00:00,0.04023108
2007-12-03 00:00:00+00:00,-0.00372777
2007-12-04 00:00:00+00:00,-0.02055204
2007-12-05 00:00:00+00:00,0.02899437
2007-12-06 00:00:00+00:00,0.01242719
2007-12-07 00:00:00+00:00,0.01532726
2007-12-10 00:00:00+00:00,0.01107906
2007-12-11 00:00:00+00:00,0.00397834
2007-12-12 00:00:00+00:00,0.01160433
2007-12-13 00:00:00+00:00,-0.04077633
2007-12-14 00:00:00+00:00,0.00935934
2007-12-17 00:00:00+00:00,-0.04968707
2007-12-18 00:00:00+00:00,-0.00436501
2007-12-19 00:00:00+00:00,-0.00558491
2007-12-20 00:00:00+00:00,-0.00681171
2007-12-21 00:00:00+00:00,0.01816347
2007-12-27 00:00:00+00:00,0.02645199
2007-12-28 00:00:00+00:00,0.00344346
2008-01-03 00:00:00+00:00,-0.04540098
2008-01-04 00:00:00+00:00,-0.03852613
2008-01-07 00:00:00+00:00,-0.05044811
2008-01-08 00:00:00+00:00,0.01387493
2008-01-09 00:00:00+00:00,-0.04694491
2008-01-10 00:00:00+00:00,-0.01179690
2008-01-11 00:00:00+00:00,-0.01772593
2008-01-14 00:00:00+00:00,0.01169558
2008-01-15 00:00:00+00:00,-0.06549801
2008-01-16 00:00:00+00:00,-0.04675929
2008-01-17 00:00:00+00:00,-0.00635131
2008-01-18 00:00:00+00:00,-0.01816340
2008-01-21 00:00:00+00:00,-0.08340813
2008-01-22 00:00:00+00:00,0.05831819
2008-01-23 00:00:00+00:00,-0.03134754
2008-01-24 00:00:00+00:00,0.05178811
2008-01-25 00:00:00+00:00,0.04759923
2008-01-28 00:00:00+00:00,-0.03786675
2008-01-29 00:00:00+00:00,0.06281925
2008-01-30 00:00:00+00:00,-0.01707549
2008-01-31 00:00:00+00:00,-0.01515547
2008-02-01 00:00:00+00:00,0.04537269
2008-02-04 00:00:00+00:00,0.02414210
2008-02-05 00:00:00+00:00,-0.06935588
2008-02-06 00:00:00+00:00,0.00126858
2008-02-07 00:00:00+00:00,-0.03526418
2008-02-08 00:00:00+00:00,0.01390887
2008-02-11 00:00:00+00:00,-0.00777836
2008-02-12 00:00:00+00:00,0.04533578
2008-02-13 00:00:00+00:00,0.02108552
2008-02-14 00:00:00+00:00,0.04521390
2008-02-15 00:00:00+00:00,-0.03783816
2008-02-18 00:00:00+00:00,0.02483582
2008-02-19 00:00:00+00:00,0.00388188
2008-02-20 00:00:00+00:00,-0.01474246
2008-02-21 00:00:00+00:00,0.01529165
2008-02-22 00:00:00+00:00,-0.01672555
2008-02-25 00:00:00+00:00,0.03071756
2008-02-26 00:00:00+00:00,0.03817134
2008-02-27 00:00:00+00:00,-0.00528828
2008-02-28 00:00:00+00:00,-0.02867542
2008-02-29 00:00:00+00:00,-0.04753329
2008-03-03 00:00:00+00:00,-0.02573980
2008-03-04 00:00:00+00:00,-0.02880765
2008-03-05 00:00:00+00:00,0.04567356
2008-03-06 00:00:00+00:00,-0.00416077
2008-03-07 00:00:00+00:00,-0.03813798
2008-03-10 00:00:00+00:00,-0.03541067
2008-03-11 00:00:00+00:00,0.01399653
2008-03-12 00:00:00+00:00,0.02219947
2008-03-13 00:00:00+00:00,-0.04342157
2008-03-14 00:00:00+00:00,-0.01839807
2008-03-17 00:00:00+00:00,-0.08252974
2008-03-18 00:00:00+00:00,0.03396823
2008-03-19 00:00:00+00:00,-0.01679188
2008-03-20 00:00:00+00:00,-0.01915124
2008-03-25 00:00:00+00:00,0.06805316
2008-03-26 00:00:00+00:00,-0.00725832
2008-03-27 00:00:00+00:00,0.03297643
2008-03-28 00:00:00+00:00,0.00414755
2008-03-31 00:00:00+00:00,0.00343477
2008-04-01 00:00:00+00:00,0.04567971
2008-04-02 00:00:00+00:00,0.01918934
