Date,EURAUD
2023-10-26 00:00:00+00:00,-0.00751969
2023-10-27 00:00:00+00:00,-0.00065892
2023-10-30 00:00:00+00:00,-0.00317613
2023-10-31 00:00:00+00:00,0.00390156
2023-11-01 00:00:00+00:00,-0.01887132
2023-11-02 00:00:00+00:00,-0.00072573
2023-11-03 00:00:00+00:00,-0.00611010
2023-11-06 00:00:00+00:00,0.00576491
2023-11-07 00:00:00+00:00,0.01319054
2023-11-08 00:00:00+00:00,0.01118124
2023-11-09 00:00:00+00:00,0.00316815
2023-11-10 00:00:00+00:00,0.00650513
2023-11-13 00:00:00+00:00,-0.00368828
2023-11-14 00:00:00+00:00,-0.00643662
2023-11-15 00:00:00+00:00,-0.00705531
2023-11-16 00:00:00+00:00,0.01362054
2023-11-17 00:00:00+00:00,-0.00363528
2023-11-20 00:00:00+00:00,-0.00764225
2023-11-21 00:00:00+00:00,-0.00419513
2023-11-22 00:00:00+00:00,-0.00060056
2023-11-23 00:00:00+00:00,0.00000000
2023-11-24 00:00:00+00:00,-0.00462574
2023-11-27 00:00:00+00:00,-0.00295056
2023-11-28 00:00:00+00:00,-0.00687451
2023-11-29 00:00:00+00:00,0.00726129
2023-11-30 00:00:00+00:00,-0.01272157
2023-12-01 00:00:00+00:00,-0.02202536
2023-12-04 00:00:00+00:00,0.00791460
2023-12-05 00:00:00+00:00,0.01191640
2023-12-06 00:00:00+00:00,-0.00400923
2023-12-07 00:00:00+00:00,-0.00931167
2023-12-08 00:00:00+00:00,-0.00030575
2023-12-11 00:00:00+00:00,0.00483151
2023-12-12 00:00:00+00:00,0.00957843
2023-12-13 00:00:00+00:00,-0.01522966
2023-12-14 00:00:00+00:00,0.00923265
2023-12-15 00:00:00+00:00,-0.01971762
2023-12-18 00:00:00+00:00,0.00442532
2023-12-19 00:00:00+00:00,-0.00637763
2023-12-20 00:00:00+00:00,-0.00190722
2023-12-21 00:00:00+00:00,-0.00541905
2023-12-22 00:00:00+00:00,0.00179068
2023-12-26 00:00:00+00:00,-0.00080207
2023-12-27 00:00:00+00:00,0.00469107
2023-12-28 00:00:00+00:00,-0.00455665
2023-12-29 00:00:00+00:00,0.00123434
2024-01-02 00:00:00+00:00,-0.00160355
2024-01-03 00:00:00+00:00,0.00388889
2024-01-04 00:00:00+00:00,0.01349187
2024-01-05 00:00:00+00:00,-0.00336556
2024-01-08 00:00:00+00:00,0.00006130
2024-01-09 00:00:00+00:00,0.00490346
2024-01-10 00:00:00+00:00,0.00324040
2024-01-11 00:00:00+00:00,0.00592041
2024-01-12 00:00:00+00:00,-0.00456426
2024-01-15 00:00:00+00:00,0.00000000
2024-01-16 00:00:00+00:00,0.01549347
2024-01-17 00:00:00+00:00,0.01289190
2024-01-18 00:00:00+00:00,-0.00745640
2024-01-19 00:00:00+00:00,-0.00537213
2024-01-22 00:00:00+00:00,0.00550747
2024-01-23 00:00:00+00:00,-0.00669926
2024-01-24 00:00:00+00:00,0.00532913
2024-01-25 00:00:00+00:00,-0.01002597
2024-01-26 00:00:00+00:00,0.00382444
2024-01-29 00:00:00+00:00,-0.01211754
2024-01-30 00:00:00+00:00,0.00274323
2024-01-31 00:00:00+00:00,0.00182615
2024-02-01 00:00:00+00:00,0.01289302
2024-02-02 00:00:00+00:00,0.00199408
2024-02-05 00:00:00+00:00,0.00150912
2024-02-06 00:00:00+00:00,-0.00959045
2024-02-07 00:00:00+00:00,0.00387902
2024-02-08 00:00:00+00:00,0.00973928
2024-02-09 00:00:00+00:00,-0.00854804
2024-02-12 00:00:00+00:00,-0.00471527
2024-02-13 00:00:00+00:00,0.01351351
2024-02-14 00:00:00+00:00,-0.00938967
2024-02-15 00:00:00+00:00,-0.00241911
2024-02-16 00:00:00+00:00,-0.00199806
2024-02-19 00:00:00+00:00,0.00000000
2024-02-20 00:00:00+00:00,0.00042424
2024-02-21 00:00:00+00:00,0.00290856
2024-02-22 00:00:00+00:00,-0.00175460
2024-02-23 00:00:00+00:00,-0.00266457
2024-02-26 00:00:00+00:00,0.01291692
2024-02-27 00:00:00+00:00,-0.00216907
2024-02-28 00:00:00+00:00,0.01333012
2024-02-29 00:00:00+00:00,-0.00635149
2024-03-01 00:00:00+00:00,-0.00414738
2024-03-04 00:00:00+00:00,0.00915552
2024-03-05 00:00:00+00:00,0.00131902
2024-03-06 00:00:00+00:00,-0.01126423
2024-03-07 00:00:00+00:00,-0.00741142
2024-03-08 00:00:00+00:00,-0.00205637
2024-03-11 00:00:00+00:00,0.00115033
2024-03-12 00:00:00+00:00,0.00211775
2024-03-13 00:00:00+00:00,-0.00163201
2024-03-14 00:00:00+00:00,0.00217786
2024-03-15 00:00:00+00:00,0.00670411
2024-03-18 00:00:00+00:00,-0.00156513
2024-03-19 00:00:00+00:00,0.00644578
2024-03-20 00:00:00+00:00,-0.00486399
2024-03-21 00:00:00+00:00,-0.00698248
2024-03-22 00:00:00+00:00,0.00561798
2024-03-25 00:00:00+00:00,-0.00126506
2024-03-26 00:00:00+00:00,0.00114527
2024-03-27 00:00:00+00:00,-0.00084348
2024-03-28 00:00:00+00:00,-0.00337512
