Date,EU-UTILS
2016-05-31 00:00:00+00:00,-0.01378151
2016-06-01 00:00:00+00:00,-0.01704158
2016-06-02 00:00:00+00:00,0.00034674
2016-06-03 00:00:00+00:00,-0.00069324
2016-06-06 00:00:00+00:00,0.00656136
2016-06-07 00:00:00+00:00,0.01137147
2016-06-08 00:00:00+00:00,0.04361158
2016-06-09 00:00:00+00:00,-0.00033864
2016-06-10 00:00:00+00:00,-0.04952510
2016-06-13 00:00:00+00:00,-0.02607789
2016-06-14 00:00:00+00:00,-0.02284898
2016-06-15 00:00:00+00:00,0.01826818
2016-06-16 00:00:00+00:00,-0.01184069
2016-06-17 00:00:00+00:00,0.02505447
2016-06-20 00:00:00+00:00,0.03081828
2016-06-21 00:00:00+00:00,0.00481100
2016-06-22 00:00:00+00:00,-0.00170999
2016-06-23 00:00:00+00:00,0.00479616
2016-06-24 00:00:00+00:00,-0.07212981
2016-06-27 00:00:00+00:00,-0.00895188
2016-06-28 00:00:00+00:00,0.03236733
2016-06-29 00:00:00+00:00,0.04447685
2016-06-30 00:00:00+00:00,0.03141361
2016-07-01 00:00:00+00:00,-0.00710660
2016-07-04 00:00:00+00:00,0.00852079
2016-07-05 00:00:00+00:00,-0.01419398
2016-07-06 00:00:00+00:00,-0.01919781
2016-07-07 00:00:00+00:00,0.00768962
2016-07-08 00:00:00+00:00,0.01144641
2016-07-11 00:00:00+00:00,0.00823045
2016-07-12 00:00:00+00:00,-0.00102041
2016-07-13 00:00:00+00:00,0.01191692
2016-07-14 00:00:00+00:00,-0.00100942
2016-07-15 00:00:00+00:00,-0.00134725
2016-07-18 00:00:00+00:00,0.00809444
2016-07-19 00:00:00+00:00,-0.00602208
2016-07-20 00:00:00+00:00,0.00875126
2016-07-21 00:00:00+00:00,0.00166834
2016-07-22 00:00:00+00:00,-0.00033311
