Date,NIKKEI400
2017-02-20 00:00:00+00:00,0.00216763
2017-02-21 00:00:00+00:00,0.00684932
2017-02-22 00:00:00+00:00,0.00107411
2017-02-23 00:00:00+00:00,-0.00286123
2017-02-24 00:00:00+00:00,-0.00322812
2017-02-27 00:00:00+00:00,-0.00935588
2017-02-28 00:00:00+00:00,-0.00217944
2017-03-01 00:00:00+00:00,0.01419731
2017-03-02 00:00:00+00:00,0.03625269
2017-03-03 00:00:00+00:00,-0.01244118
2017-03-06 00:00:00+00:00,-0.00895415
2017-03-07 00:00:00+00:00,0.00431810
2017-03-08 00:00:00+00:00,-0.00861450
2017-03-09 00:00:00+00:00,0.00648882
2017-03-10 00:00:00+00:00,0.00467122
2017-03-13 00:00:00+00:00,0.00321888
2017-03-14 00:00:00+00:00,-0.00392157
2017-03-15 00:00:00+00:00,-0.00107373
2017-03-16 00:00:00+00:00,-0.00071659
2017-03-17 00:00:00+00:00,-0.00609537
2017-03-21 00:00:00+00:00,-0.00072150
2017-03-22 00:00:00+00:00,-0.02202166
2017-03-23 00:00:00+00:00,0.00073828
2017-03-24 00:00:00+00:00,0.01032829
2017-03-27 00:00:00+00:00,-0.01569916
2017-03-28 00:00:00+00:00,0.01594955
2017-03-29 00:00:00+00:00,0.00730194
2017-03-30 00:00:00+00:00,-0.00942370
2017-03-31 00:00:00+00:00,-0.01024515
2017-04-03 00:00:00+00:00,0.00776340
2017-04-04 00:00:00+00:00,-0.01320616
2017-04-05 00:00:00+00:00,0.00074349
2017-04-06 00:00:00+00:00,-0.01374443
2017-04-07 00:00:00+00:00,0.00941620
2017-04-10 00:00:00+00:00,0.00298507
2017-04-11 00:00:00+00:00,-0.00446429
2017-04-12 00:00:00+00:00,-0.00859492
2017-04-13 00:00:00+00:00,-0.00904636
2017-04-14 00:00:00+00:00,-0.00494485
2017-04-17 00:00:00+00:00,0.00344037
2017-04-18 00:00:00+00:00,0.00609524
2017-04-19 00:00:00+00:00,-0.00302916
2017-04-20 00:00:00+00:00,0.00417774
2017-04-21 00:00:00+00:00,0.00945537
2017-04-24 00:00:00+00:00,0.01086549
2017-04-25 00:00:00+00:00,0.00852483
