Date,JGB-SGX-mini
2002-06-27 00:00:00+00:00,-0.00493385
2002-06-28 00:00:00+00:00,0.00470697
2002-07-01 00:00:00+00:00,-0.00737816
2002-07-02 00:00:00+00:00,0.00226019
2002-07-03 00:00:00+00:00,-0.00062431
2002-07-04 00:00:00+00:00,0.00276266
2002-07-05 00:00:00+00:00,0.00088771
2002-07-08 00:00:00+00:00,0.00009564
2002-07-09 00:00:00+00:00,-0.00047951
2002-07-10 00:00:00+00:00,0.00412472
2002-07-11 00:00:00+00:00,0.00246480
2002-07-12 00:00:00+00:00,-0.00205541
2002-07-15 00:00:00+00:00,0.00411513
2002-07-16 00:00:00+00:00,-0.00076423
2002-07-17 00:00:00+00:00,0.00023867
2002-07-18 00:00:00+00:00,-0.00033452
2002-07-19 00:00:00+00:00,0.00167215
2002-07-22 00:00:00+00:00,-0.00298288
2002-07-23 00:00:00+00:00,-0.00348652
2002-07-24 00:00:00+00:00,-0.00191452
2002-07-25 00:00:00+00:00,0.00182177
2002-07-26 00:00:00+00:00,-0.00378194
2002-07-29 00:00:00+00:00,-0.00278176
2002-07-30 00:00:00+00:00,0.00355488
2002-07-31 00:00:00+00:00,0.00376419
2002-08-01 00:00:00+00:00,0.00052743
2002-08-02 00:00:00+00:00,0.00382969
2002-08-05 00:00:00+00:00,0.00482464
2002-08-06 00:00:00+00:00,-0.00261816
2002-08-07 00:00:00+00:00,0.00374734
2002-08-08 00:00:00+00:00,-0.00140192
2002-08-09 00:00:00+00:00,0.00359925
2002-08-12 00:00:00+00:00,0.00088048
2002-08-13 00:00:00+00:00,-0.00261211
2002-08-14 00:00:00+00:00,0.00459415
