Date,EU-RETAIL
2022-09-28 00:00:00+00:00,0.00948896
2022-09-29 00:00:00+00:00,-0.08763906
2022-09-30 00:00:00+00:00,0.05332381
2022-10-03 00:00:00+00:00,0.04013434
2022-10-04 00:00:00+00:00,0.08322027
2022-10-05 00:00:00+00:00,-0.06908532
2022-10-06 00:00:00+00:00,-0.01917843
2022-10-07 00:00:00+00:00,-0.04338042
2022-10-10 00:00:00+00:00,0.03054157
2022-10-11 00:00:00+00:00,0.00992897
2022-10-12 00:00:00+00:00,-0.02983572
2022-10-13 00:00:00+00:00,0.06170940
2022-10-14 00:00:00+00:00,-0.00015542
2022-10-17 00:00:00+00:00,0.05202770
2022-10-18 00:00:00+00:00,0.01754465
2022-10-19 00:00:00+00:00,-0.03450104
2022-10-20 00:00:00+00:00,0.02312879
