Date,STEEL
2010-11-26 00:00:00+00:00,-0.00005767
2010-11-29 00:00:00+00:00,-0.00000450
2010-11-30 00:00:00+00:00,0.02418891
2010-12-01 00:00:00+00:00,-0.00005781
2010-12-02 00:00:00+00:00,0.02539260
2010-12-03 00:00:00+00:00,-0.00005627
2010-12-06 00:00:00+00:00,0.00469853
2010-12-07 00:00:00+00:00,0.00934858
2010-12-08 00:00:00+00:00,-0.00005567
2010-12-09 00:00:00+00:00,0.01562106
2010-12-10 00:00:00+00:00,0.01544892
2010-12-13 00:00:00+00:00,-0.00005469
2010-12-14 00:00:00+00:00,-0.00000403
2010-12-15 00:00:00+00:00,-0.00000408
2010-12-16 00:00:00+00:00,0.01538095
2010-12-17 00:00:00+00:00,-0.00005380
2010-12-20 00:00:00+00:00,-0.00000297
2010-12-21 00:00:00+00:00,0.04614990
2010-12-22 00:00:00+00:00,0.04609913
2010-12-23 00:00:00+00:00,0.02233340
2010-12-27 00:00:00+00:00,-0.00005298
2010-12-28 00:00:00+00:00,-0.00000408
2010-12-29 00:00:00+00:00,-0.00000367
2010-12-30 00:00:00+00:00,-0.00000325
2010-12-31 00:00:00+00:00,-0.00000353
2011-01-03 00:00:00+00:00,-0.00000353
2011-01-04 00:00:00+00:00,-0.00000394
2011-01-05 00:00:00+00:00,0.00734900
2011-01-06 00:00:00+00:00,-0.00005261
2011-01-07 00:00:00+00:00,0.08861083
2011-01-10 00:00:00+00:00,0.03491256
2011-01-11 00:00:00+00:00,0.09162590
2011-01-12 00:00:00+00:00,-0.00004937
2011-01-13 00:00:00+00:00,0.00648942
2011-01-14 00:00:00+00:00,0.00644739
2011-01-18 00:00:00+00:00,-0.00000422
2011-01-19 00:00:00+00:00,-0.00000450
2011-01-20 00:00:00+00:00,-0.09231219
2011-01-21 00:00:00+00:00,0.04968451
2011-01-24 00:00:00+00:00,0.01968813
2011-01-25 00:00:00+00:00,-0.00004778
2011-01-26 00:00:00+00:00,-0.00000450
2011-01-27 00:00:00+00:00,-0.03896512
2011-01-28 00:00:00+00:00,-0.00004694
2011-01-31 00:00:00+00:00,-0.00000422
2011-02-01 00:00:00+00:00,-0.02649443
2011-02-02 00:00:00+00:00,0.05364320
2011-02-03 00:00:00+00:00,-0.03272825
2011-02-04 00:00:00+00:00,-0.00004736
2011-02-07 00:00:00+00:00,-0.01342699
2011-02-08 00:00:00+00:00,-0.00675993
2011-02-09 00:00:00+00:00,-0.00000381
2011-02-10 00:00:00+00:00,0.01351026
2011-02-11 00:00:00+00:00,0.04022055
2011-02-14 00:00:00+00:00,0.01995246
2011-02-15 00:00:00+00:00,0.00653136
2011-02-16 00:00:00+00:00,-0.02602061
2011-02-17 00:00:00+00:00,-0.00000267
