Date,FTSEVIET
2023-08-14 00:00:00+00:00,0.01026550
2023-08-15 00:00:00+00:00,-0.00275832
2023-08-16 00:00:00+00:00,0.01120661
2023-08-17 00:00:00+00:00,-0.00308102
2023-08-18 00:00:00+00:00,-0.04716398
2023-08-19 00:00:00+00:00,-0.00837324
2023-08-21 00:00:00+00:00,-0.04937402
2023-08-22 00:00:00+00:00,-0.00030198
2023-08-23 00:00:00+00:00,-0.00894651
2023-08-24 00:00:00+00:00,0.02333435
2023-08-25 00:00:00+00:00,-0.00286651
2023-08-28 00:00:00+00:00,0.03890161
2023-08-29 00:00:00+00:00,-0.00333024
2023-08-30 00:00:00+00:00,0.00946798
2023-08-31 00:00:00+00:00,0.01589595
2023-09-01 00:00:00+00:00,-0.00327580
2023-09-04 00:00:00+00:00,0.00233882
2023-09-05 00:00:00+00:00,0.02116130
2023-09-06 00:00:00+00:00,0.02439465
2023-09-07 00:00:00+00:00,-0.01297775
2023-09-08 00:00:00+00:00,-0.00029344
2023-09-09 00:00:00+00:00,0.00181170
2023-09-11 00:00:00+00:00,-0.03542849
2023-09-12 00:00:00+00:00,0.03563392
2023-09-13 00:00:00+00:00,-0.01304181
2023-09-14 00:00:00+00:00,-0.04866530
2023-09-15 00:00:00+00:00,0.00374952
2023-09-18 00:00:00+00:00,-0.02583156
2023-09-19 00:00:00+00:00,0.00889959
2023-09-20 00:00:00+00:00,0.02764669
2023-09-21 00:00:00+00:00,-0.03187864
2023-09-22 00:00:00+00:00,-0.02779255
2023-09-25 00:00:00+00:00,-0.10015225
2023-09-26 00:00:00+00:00,-0.03396362
2023-09-27 00:00:00+00:00,0.01740842
2023-09-28 00:00:00+00:00,-0.00504882
2023-09-29 00:00:00+00:00,0.00914256
2023-09-30 00:00:00+00:00,-0.00556926
2023-10-02 00:00:00+00:00,0.02163410
2023-10-03 00:00:00+00:00,-0.03125561
2023-10-04 00:00:00+00:00,0.00825050
2023-10-05 00:00:00+00:00,-0.01293061
2023-10-06 00:00:00+00:00,0.01391540
2023-10-09 00:00:00+00:00,-0.00292794
2023-10-10 00:00:00+00:00,0.00408201
2023-10-11 00:00:00+00:00,0.00477055
2023-10-12 00:00:00+00:00,0.00583497
2023-10-13 00:00:00+00:00,-0.00394057
2023-10-16 00:00:00+00:00,-0.01318909
2023-10-17 00:00:00+00:00,-0.03655443
2023-10-18 00:00:00+00:00,-0.03498759
2023-10-19 00:00:00+00:00,-0.04698507
2023-10-20 00:00:00+00:00,0.00609323
2023-10-23 00:00:00+00:00,0.01142897
2023-10-24 00:00:00+00:00,0.00719431
